recipients,donors,transconjugants,segregadas,adaptations_number,cycle
507443,424666,15710,2181,0,6618494
501762,421423,24508,2307,0,9879538
496113,418108,33399,2380,0,13061421
489935,414988,42699,2378,0,16232242
482545,412430,52517,2508,0,19416279
475584,410182,61588,2646,0,22586651
468639,408493,70073,2795,0,25772938
462072,407112,78068,2748,0,28969881
454862,406460,85903,2775,0,32165346
447628,405783,93791,2798,0,35365552
440123,405343,101761,2773,0,38577663
433375,404780,108922,2923,0,41788527
427499,404679,114897,2925,0,45016663
420047,404559,122339,3055,0,48256496
413754,404631,128587,3028,0,51491107
406871,404615,135557,2957,0,54736388
399684,405249,142019,3048,0,57985098
393052,405621,148271,3056,0,61241058
386041,406617,154223,3119,0,64509704
379639,407456,159759,3146,0,67759859
373269,408413,165150,3168,0,71010871
366165,410030,170631,3174,0,74272802
359704,411815,175325,3156,0,77537930
353255,413130,180457,3158,0,80817968
347886,414648,184268,3198,0,84096607
342055,415629,189106,3210,0,87376662
335857,417358,193503,3282,0,90649787
329610,418790,198213,3387,0,93960742
323463,420653,202451,3433,0,97254618
316986,422233,207323,3458,0,100563227
311276,424748,210493,3483,0,103866369
305668,427027,213770,3535,0,107180334
299606,429878,216895,3621,0,110492362
293988,432207,220161,3644,0,113807089
287840,435039,223514,3607,0,117125144
282305,437840,226123,3732,0,120444774
276594,440691,228915,3800,0,123780785
271643,443365,231333,3659,0,127087223
266405,445900,233997,3698,0,130413624
261036,449215,236021,3728,0,133739769
255647,452541,238067,3745,0,137074110
250593,456248,239355,3804,0,140415157
245168,459810,241258,3764,0,143761947
240069,462942,243158,3831,0,147089068
234284,466422,245466,3828,0,150441897
229767,469866,246498,3869,0,153786431
225454,473222,247442,3882,0,157130627
221029,476123,249002,3846,0,160481081
216135,480036,250025,3804,0,163837004
211373,484317,250482,3828,0,167180484
206097,488166,251795,3942,0,170536403
201205,491968,252932,3895,0,173891408
195988,495213,254896,3903,0,177248449
190322,499059,256556,4063,0,180614973
186135,503059,256710,4096,0,183987116
181855,507533,256651,3961,0,187359370
178114,512063,255942,3881,0,190725806
174195,515687,256146,3972,0,194089952
170369,520048,255600,3983,0,197463109
165892,524227,256092,3789,0,200836739
162257,528166,255674,3903,0,204193388
159068,531868,255231,3833,0,207567307
155579,536220,254348,3853,0,210943084
151809,540147,254219,3825,0,214324399
148501,543721,253859,3919,0,217704736
145214,547014,253874,3898,0,221075745
141059,551208,253773,3960,0,224456384
137886,555796,252330,3988,0,227834901
134813,559415,251721,4051,0,231208773
131323,562780,251917,3980,0,234573700
127980,566993,251132,3895,0,237951878
124657,570937,250641,3765,0,241320444
121560,574966,249667,3807,0,244704974
118711,578066,249383,3840,0,248087437
115281,582086,248804,3829,0,251476644
112648,586266,247113,3973,0,254864982
109658,590057,246311,3974,0,258246379
106330,594388,245330,3952,0,261630574
103680,598352,244089,3879,0,264990062
101007,602216,242966,3811,0,268375947
98397,606371,241576,3656,0,271753844
95885,609614,240833,3668,0,275133568
93024,613434,239960,3582,0,278511456
90105,616832,239326,3737,0,281893561
87521,620229,238478,3772,0,285273638
85782,623515,237093,3610,0,288654845
83933,626666,235878,3523,0,292030897
81869,630095,234553,3483,0,295402949
79763,632849,233843,3545,0,298777928
77506,636583,232455,3456,0,302144023
74995,639960,231529,3516,0,305522189
72865,643156,230379,3600,0,308908967
70924,646208,229353,3515,0,312287257
69065,649350,228120,3465,0,315667296
66781,652480,227293,3446,0,319048433
64649,655481,226393,3477,0,322401980
62732,659078,224715,3475,0,325768603
60711,661532,224275,3482,0,329140627
58547,664630,223431,3392,0,332525674
57012,666922,222763,3303,0,335897865
55281,669699,221783,3237,0,339279737
53558,671907,221186,3349,0,342638879
51943,674110,220582,3365,0,346009793
50198,676764,219727,3311,0,349371704
48541,679229,218837,3393,0,352740650
47163,681461,218028,3348,0,356097638
45781,683499,217448,3272,0,359459636
44307,685751,216656,3286,0,362822524
43069,688016,215682,3233,0,366209142
41725,690256,214772,3247,0,369578814
40501,692306,213904,3289,0,372950915
38995,694364,213373,3268,0,376306527
37639,696501,212595,3265,0,379675486
36391,698971,211494,3144,0,383036103
35165,701266,210306,3263,0,386401724
34030,702582,210036,3352,0,389747244
32873,704456,209433,3238,0,393102352
31848,706107,208842,3203,0,396459392
30804,708842,207177,3177,0,399825617
29675,710234,206960,3131,0,403176427
28807,712221,205848,3124,0,406537901
28097,713569,205214,3120,0,409896420
27330,715229,204454,2987,0,413262548
26504,716831,203700,2965,0,416611830
25583,718283,203186,2948,0,419962195
24730,720299,202004,2967,0,423315425
23969,722330,200833,2868,0,426680648
23254,724256,199670,2820,0,430028290
22508,726033,198683,2776,0,433389821
21824,727387,197959,2830,0,436750744
21229,728865,197108,2798,0,440110139
20420,730344,196491,2745,0,443472711
19669,731605,196028,2698,0,446830636
19122,732480,195726,2672,0,450170835
18555,733755,194966,2724,0,453514484
17743,735488,194071,2698,0,456851437
16952,736478,193811,2759,0,460205729
16265,737745,193229,2761,0,463539878
15654,738872,192545,2929,0,466891558
14900,740565,191559,2976,0,470242515
14379,741327,191171,3123,0,473581486
13847,742629,190509,3015,0,476944033
13234,743727,190134,2905,0,480284785
12649,744151,190240,2960,0,483638647
12200,744805,190122,2873,0,486998296
11667,745805,189707,2821,0,490341694
11281,747066,188818,2835,0,493695088
10710,747566,188755,2969,0,497046234
10384,748454,188341,2821,0,500377733
10088,749276,187802,2834,0,503730894
9829,750259,187123,2789,0,507072863
9315,751242,186656,2787,0,510414970
8842,752236,186160,2762,0,513751151
8444,753281,185504,2771,0,517095600
8080,753867,185321,2732,0,520430429
7703,755298,184318,2681,0,523764837
7312,755392,184473,2823,0,527086273
6902,755809,184441,2848,0,530429521
6534,756205,184402,2859,0,533779754
6025,756655,184356,2964,0,537117791
5819,756940,184209,3032,0,540453223
5484,757236,184335,2945,0,543790605
5138,757478,184412,2972,0,547132924
4997,757750,184313,2940,0,550472918
4777,758509,183842,2872,0,553807374
4526,759189,183368,2917,0,557147543
