recipients,donors,transconjugants,segregadas,adaptations_number,cycle
378621,503085,68170,124,0,6481274
324701,519905,105241,153,0,9859511
272951,540835,136048,166,0,13276780
224325,566943,158555,177,0,16792130
179758,596867,173181,194,0,20398815
140301,627961,181537,201,0,24061060
106902,659724,183150,224,0,27755387
79645,692197,177959,199,0,31453110
57417,723570,168840,173,0,35122686
40367,754648,154796,189,0,38763516
27569,783070,139133,228,0,42320551
18403,808681,122727,189,0,45834618
11867,832194,105746,193,0,49274824
7145,853119,89532,204,0,52644386
4350,870963,74496,191,0,55945973
2724,885660,61420,196,0,59189646
1635,898547,49640,178,0,62384399
1021,908973,39824,182,0,65529298
533,917780,31505,182,0,68652240
254,924849,24715,182,0,71746494
135,930530,19125,210,0,74822608
82,934931,14766,221,0,77873097
54,938223,11522,201,0,80911848
38,940747,9025,190,0,83923337
16,942867,6931,186,0,86934078
10,944404,5381,205,0,89941827
5,945623,4203,169,0,92948737
0,946468,3331,201,0,95950244
0,946954,2833,213,0,98957881
0,947401,2399,200,0,101962020
0,947662,2137,201,0,104964494
0,947868,1941,191,0,107970330
0,948018,1806,176,0,110980246
0,948158,1651,191,0,113977355
0,948201,1614,185,0,116980782
0,948233,1559,208,0,119967310
0,948288,1527,185,0,122955666
0,948411,1439,150,0,125946580
0,948480,1359,161,0,128948483
0,948418,1376,206,0,131946234
0,948477,1331,192,0,134939214
0,948440,1389,171,0,137930794
0,948425,1361,214,0,140929653
0,948375,1443,182,0,143924763
0,948378,1438,184,0,146930334
0,948345,1442,213,0,149923822
0,948308,1492,200,0,152916628
0,948310,1489,201,0,155913000
0,948327,1493,180,0,158926476
0,948343,1461,196,0,161934798
0,948294,1501,205,0,164939693
0,948381,1435,184,0,167935828
0,948345,1477,178,0,170935080
0,948367,1454,179,0,173934998
0,948305,1491,204,0,176933453
0,948316,1506,178,0,179941913
0,948302,1506,192,0,182940313
0,948442,1357,201,0,185934444
0,948434,1388,178,0,188928868
0,948325,1464,211,0,191927157
0,948297,1473,230,0,194924720
0,948332,1457,211,0,197926806
0,948304,1484,212,0,200935108
0,948364,1440,196,0,203929938
0,948381,1417,202,0,206924728
0,948403,1427,170,0,209915626
0,948361,1440,199,0,212916310
0,948462,1369,169,0,215914547
0,948417,1387,196,0,218905960
0,948373,1438,189,0,221898055
0,948346,1434,220,0,224888784
0,948416,1403,181,0,227882074
0,948397,1414,189,0,230873448
0,948377,1433,190,0,233880053
0,948347,1461,192,0,236868654
0,948355,1446,199,0,239866693
0,948301,1521,178,0,242867795
0,948356,1450,194,0,245858173
0,948282,1480,238,0,248862844
0,948287,1521,192,0,251874397
