recipients,donors,transconjugants,segregadas,adaptations_number,cycle
523584,421873,1122,3421,0,6589191
527044,417426,1738,3792,0,9812520
530654,412911,2304,4131,0,12951154
533713,409161,2683,4443,0,16089492
537046,405145,2998,4811,0,19229956
541265,400435,3204,5096,0,22363950
544656,396312,3403,5629,0,25512730
549566,391057,3503,5874,0,28655788
553420,386809,3637,6134,0,31807650
557493,382208,3778,6521,0,34953582
561139,377983,4012,6866,0,38095783
565936,372831,4084,7149,0,41238628
570993,367213,4064,7730,0,44382015
575447,362448,4147,7958,0,47528596
580589,356985,4146,8280,0,50652676
584856,352340,4151,8653,0,53774119
589167,347604,4193,9036,0,56902180
593422,342820,4318,9440,0,60032607
597770,338154,4311,9765,0,63154478
601947,333537,4334,10182,0,66272567
606675,328532,4371,10422,0,69393493
611849,322962,4326,10863,0,72499984
616868,317653,4253,11226,0,75619798
621412,312683,4196,11709,0,78738355
625872,307737,4196,12195,0,81849593
631059,302184,4165,12592,0,84952533
636521,296704,4064,12711,0,88058919
640767,292048,4156,13029,0,91154127
645068,287151,4088,13693,0,94263435
649782,282182,4043,13993,0,97368836
654386,277282,4011,14321,0,100469793
658819,272646,4020,14515,0,103578877
663103,268102,3920,14875,0,106661408
667282,263310,4010,15398,0,109760016
672375,257949,3948,15728,0,112855041
676591,253439,3978,15992,0,115947641
680675,249038,3905,16382,0,119048940
684970,244465,3850,16715,0,122134367
689595,239659,3735,17011,0,125210517
693617,235151,3830,17402,0,128302811
697792,231010,3718,17480,0,131390307
701965,226420,3668,17947,0,134462176
705892,222177,3675,18256,0,137531243
709460,218124,3678,18738,0,140611569
713321,213774,3757,19148,0,143694658
717471,209318,3658,19553,0,146772382
721537,204905,3464,20094,0,149832979
725587,200753,3350,20310,0,152897221
729814,196064,3264,20858,0,155962930
734222,191541,3177,21060,0,159033683
738190,187374,3191,21245,0,162083455
741870,183238,3206,21686,0,165154147
744782,179627,3165,22426,0,168220859
748019,176375,3028,22578,0,171283063
751696,172378,3041,22885,0,174351877
755682,168081,3000,23237,0,177412903
759064,164487,3060,23389,0,180470194
762277,160862,3033,23828,0,183516836
765278,157312,2927,24483,0,186577926
769144,153324,2859,24673,0,189626505
772352,149894,2768,24986,0,192667294
775674,146354,2603,25369,0,195715508
779204,142600,2641,25555,0,198778793
