recipients,donors,transconjugants,segregadas,adaptations_number,cycle
948220,1323,457,0,0,6337631
947841,1292,866,1,0,9423646
947420,1306,1272,2,0,12429492
946879,1377,1740,4,0,15429559
946352,1436,2208,4,0,18426356
945790,1529,2678,3,0,21421192
945184,1604,3210,2,0,24412609
944515,1642,3840,3,0,27394404
943837,1711,4451,1,0,30402888
942809,1841,5350,0,0,33411655
941862,1925,6212,1,0,36417753
940858,2005,7135,2,0,39407594
939741,2056,8200,3,0,42402696
938633,2135,9229,3,0,45399211
937551,2181,10265,3,0,48413826
936496,2304,11197,3,0,51419346
935353,2384,12261,2,0,54421378
934077,2527,13390,6,0,57424554
932760,2582,14657,1,0,60431435
931519,2702,15776,3,0,63438552
930056,2860,17077,7,0,66442079
928608,2976,18411,5,0,69461578
927057,3113,19822,8,0,72476737
925380,3269,21342,9,0,75482451
923724,3395,22871,10,0,78487733
922044,3508,24443,5,0,81485078
920271,3678,26046,5,0,84518615
918481,3791,27726,2,0,87529245
916591,3998,29402,9,0,90552760
914720,4034,31238,8,0,93574673
912788,4235,32966,11,0,96605059
910711,4282,34996,11,0,99634004
908541,4341,37111,7,0,102653919
906402,4459,39128,11,0,105693979
904277,4687,41028,8,0,108725864
902085,4817,43087,11,0,111755878
899662,4957,45372,9,0,114793888
897557,5143,47293,7,0,117823249
895025,5237,49725,13,0,120857691
892444,5467,52071,18,0,123890121
889857,5612,54518,13,0,126931995
887387,5747,56851,15,0,129988752
884881,5892,59206,21,0,133041621
882394,5989,61590,27,0,136091623
879785,6148,64050,17,0,139136119
876936,6307,66743,14,0,142175566
874153,6502,69331,14,0,145235925
871396,6696,71897,11,0,148285396
868490,6922,74574,14,0,151343095
865476,7175,77340,9,0,154394360
862423,7367,80196,14,0,157467168
859532,7573,82874,21,0,160528068
856664,7911,85409,16,0,163586901
853593,8150,88232,25,0,166660009
850236,8463,91278,23,0,169727540
847302,8692,93972,34,0,172813869
844325,8960,96686,29,0,175890954
841309,9295,99373,23,0,178955785
838097,9427,102458,18,0,182048081
834772,9698,105512,18,0,185139479
831401,9900,108680,19,0,188224278
827821,10209,111944,26,0,191318503
824367,10507,115105,21,0,194404627
821041,10793,118143,23,0,197516622
817152,11231,121597,20,0,200610556
813500,11485,124989,26,0,203710419
810107,11773,128104,16,0,206817536
806568,12001,131398,33,0,209936394
802926,12305,134740,29,0,213050320
799226,12637,138102,35,0,216164274
795397,12842,141725,36,0,219290835
791640,13087,145232,41,0,222409443
787835,13243,148887,35,0,225522641
784060,13462,152447,31,0,228645534
779803,13845,156324,28,0,231766540
776178,14074,159714,34,0,234888729
772173,14452,163345,30,0,238027328
768263,14818,166872,47,0,241144465
764208,15000,170751,41,0,244288755
760189,15317,174454,40,0,247438342
756337,15674,177960,29,0,250580939
752239,16061,181664,36,0,253735675
748330,16570,185049,51,0,256891885
744393,16671,188900,36,0,260059084
740391,17010,192565,34,0,263219320
736248,17248,196454,50,0,266368404
731912,17518,200502,68,0,269521162
727754,17824,204374,48,0,272697846
723484,18142,208328,46,0,275873267
