recipients,donors,transconjugants,segregadas,adaptations_number,cycle
939508,10022,413,57,0,6356838
939148,10212,585,55,0,9439451
938873,10306,763,58,0,12450000
938542,10492,901,65,0,15435021
938203,10682,1054,61,0,18432596
937937,10804,1188,71,0,21427297
937520,11114,1288,78,0,24438768
937233,11337,1353,77,0,27429620
936915,11602,1410,73,0,30428188
936691,11766,1459,84,0,33432645
936522,11875,1516,87,0,36435852
936353,12034,1530,83,0,39440756
935953,12385,1576,86,0,42443681
935635,12566,1694,105,0,45434810
935257,12957,1695,91,0,48431484
935015,13219,1659,107,0,51424481
934689,13514,1675,122,0,54431846
934344,13782,1754,120,0,57435755
934164,13878,1805,153,0,60436483
933543,14543,1780,134,0,63441247
933197,14755,1876,172,0,66437260
932770,15119,1973,138,0,69433831
932458,15452,1958,132,0,72422280
932151,15804,1923,122,0,75422646
931662,16177,2026,135,0,78416512
931396,16518,1970,116,0,81413508
930973,16822,2112,93,0,84420108
930532,17164,2223,81,0,87413118
930179,17605,2122,94,0,90424183
929776,17944,2199,81,0,93421709
929244,18429,2249,78,0,96437450
928914,18722,2250,114,0,99429663
928492,19107,2250,151,0,102429524
928078,19492,2271,159,0,105424303
927583,19940,2297,180,0,108426308
927134,20346,2326,194,0,111433036
926690,20671,2427,212,0,114440109
926153,21134,2523,190,0,117430565
925554,21666,2584,196,0,120428646
925327,21856,2609,208,0,123429907
924848,22309,2635,208,0,126434434
924473,22684,2606,237,0,129443431
923979,23244,2571,206,0,132443103
923461,23723,2625,191,0,135447248
923016,24139,2650,195,0,138446321
922476,24653,2654,217,0,141455365
922197,24932,2657,214,0,144461884
921582,25534,2687,197,0,147463380
921144,25892,2771,193,0,150467043
920532,26516,2766,186,0,153464118
919921,27116,2757,206,0,156466795
919368,27594,2850,188,0,159469519
918730,28183,2880,207,0,162468410
918137,28660,2977,226,0,165462128
917544,29231,2973,252,0,168464264
916804,30014,2920,262,0,171481762
916191,30612,2931,266,0,174485223
915658,31092,3015,235,0,177489691
915181,31533,3058,228,0,180498369
914752,31924,3093,231,0,183503822
914063,32583,3118,236,0,186504300
913531,33156,3086,227,0,189494092
912973,33641,3167,219,0,192490669
912497,34038,3256,209,0,195490648
911778,34727,3281,214,0,198483118
911300,35220,3263,217,0,201488517
