recipients,donors,transconjugants,segregadas,adaptations_number,cycle
471610,473587,1301,3502,0,6386467
470602,473458,2064,3876,0,9491579
468802,474133,2903,4162,0,12491712
467749,474098,3811,4342,0,15489040
466577,474308,4507,4608,0,18486460
465153,474430,5495,4922,0,21490237
464140,474309,6278,5273,0,24486845
462150,475358,6988,5504,0,27485601
461332,475249,7696,5723,0,30490836
460595,475006,8502,5897,0,33492094
458703,475944,9122,6231,0,36501444
457224,476767,9571,6438,0,39497829
455693,477507,10089,6711,0,42507713
454575,477922,10413,7090,0,45495079
453426,478335,10874,7365,0,48491371
452830,478144,11245,7781,0,51509355
451900,478435,11550,8115,0,54502571
450882,479101,11776,8241,0,57503308
449926,479021,12427,8626,0,60514564
448298,479807,12946,8949,0,63523106
447765,479716,13418,9101,0,66530755
447031,480028,13736,9205,0,69529936
446121,480310,14068,9501,0,72538514
445119,480768,14318,9795,0,75554644
444349,480994,14546,10111,0,78562646
443736,481362,14602,10300,0,81569391
442550,481818,15077,10555,0,84571392
441843,481994,15463,10700,0,87570341
441288,482329,15511,10872,0,90581074
440386,483048,15642,10924,0,93591814
439283,483495,15934,11288,0,96575707
438427,484114,15983,11476,0,99595409
437595,484812,15902,11691,0,102600209
436365,485446,16030,12159,0,105608609
435588,486259,15910,12243,0,108620100
434476,487328,15774,12422,0,111623358
433398,487922,16181,12499,0,114624174
432300,488611,16396,12693,0,117632565
430242,490163,16604,12991,0,120623032
429645,490506,16616,13233,0,123628863
427950,491670,16671,13709,0,126640464
427362,492276,16665,13697,0,129642549
426736,492219,16890,14155,0,132636482
426062,492308,17116,14514,0,135645054
424492,493440,17307,14761,0,138657461
423085,494094,17583,15238,0,141667442
422145,494823,17663,15369,0,144684553
420809,495964,17675,15552,0,147690142
419898,496246,17616,16240,0,150689093
419271,496295,17826,16608,0,153701420
418822,496768,17508,16902,0,156706216
418810,496485,17695,17010,0,159718811
417618,497511,17553,17318,0,162728528
416387,498354,17646,17613,0,165737355
415660,498805,17675,17860,0,168739875
414684,499781,17506,18029,0,171750956
413054,501095,17668,18183,0,174762873
412093,501755,17588,18564,0,177771985
410827,502672,17652,18849,0,180774498
409748,503870,17503,18879,0,183781479
409015,504598,17434,18953,0,186791053
407917,505465,17431,19187,0,189797363
406691,506704,17378,19227,0,192802471
