recipients,donors,transconjugants,segregadas,adaptations_number,cycle
939661,7787,2550,2,0,6366383
938490,7889,3618,3,0,9452590
937583,7922,4488,7,0,12453065
936767,7852,5370,11,0,15442964
935973,7944,6071,12,0,18446183
935180,8107,6696,17,0,21455547
934601,8123,7255,21,0,24448938
934121,8185,7670,24,0,27451374
933641,8285,8054,20,0,30451277
933081,8396,8502,21,0,33462345
932522,8518,8937,23,0,36465691
932092,8579,9306,23,0,39468820
931483,8611,9872,34,0,42468905
931040,8733,10194,33,0,45467096
930819,8736,10399,46,0,48462797
930355,8914,10693,38,0,51462583
930013,9024,10928,35,0,54459392
929720,9080,11164,36,0,57456227
929378,9226,11350,46,0,60472941
928921,9285,11751,43,0,63484170
928525,9422,12018,35,0,66486229
928077,9567,12300,56,0,69491382
927779,9794,12379,48,0,72497925
927339,9920,12670,71,0,75512162
927059,9954,12916,71,0,78516864
926478,10190,13251,81,0,81528461
926323,10138,13455,84,0,84536197
926150,10306,13440,104,0,87542127
925862,10477,13542,119,0,90551381
925360,10678,13840,122,0,93554093
925161,10836,13905,98,0,96567801
924877,11087,13941,95,0,99574139
924271,11306,14334,89,0,102582275
923880,11447,14578,95,0,105596602
923590,11593,14734,83,0,108611894
923312,11751,14854,83,0,111616730
922965,11855,15086,94,0,114621438
922559,12082,15239,120,0,117636603
922178,12347,15390,85,0,120638111
921854,12503,15534,109,0,123640212
921521,12814,15557,108,0,126655249
921074,12912,15889,125,0,129659762
920781,13031,16065,123,0,132665189
920439,13209,16230,122,0,135676970
920102,13450,16344,104,0,138688390
919644,13677,16547,132,0,141706433
919171,13999,16695,135,0,144715739
918599,14220,17053,128,0,147721475
918241,14223,17398,138,0,150729717
917983,14484,17400,133,0,153743309
917666,14761,17427,146,0,156769437
917434,14743,17666,157,0,159790909
917157,14908,17772,163,0,162795939
916753,15007,18061,179,0,165811020
916477,15267,18054,202,0,168820285
916157,15340,18318,185,0,171837595
915809,15562,18425,204,0,174844464
915212,15794,18773,221,0,177856165
914823,16177,18760,240,0,180878017
914234,16365,19170,231,0,183888262
913936,16581,19249,234,0,186891101
913590,16687,19501,222,0,189906497
913055,16969,19723,253,0,192924594
912705,17185,19864,246,0,195953503
912418,17500,19854,228,0,198971748
911893,17842,20055,210,0,201995496
911592,18106,20097,205,0,204991647
911046,18387,20351,216,0,208000118
910494,18800,20513,193,0,211018543
910187,19031,20566,216,0,214032207
909873,19323,20597,207,0,217049737
909565,19492,20724,219,0,220068268
909197,19521,21037,245,0,223088247
908703,19666,21398,233,0,226114090
908403,20003,21320,274,0,229123303
908139,20178,21396,287,0,232134663
907666,20314,21754,266,0,235144243
907229,20565,21942,264,0,238156441
906781,20784,22193,242,0,241173782
906657,20923,22181,239,0,244194662
906378,21141,22223,258,0,247207316
906082,21535,22172,211,0,250227649
905657,21724,22385,234,0,253258862
905269,22079,22413,239,0,256285366
904923,22447,22379,251,0,259310479
904709,22634,22409,248,0,262333829
904038,22949,22758,255,0,265357229
903536,23377,22854,233,0,268379947
903177,23679,22900,244,0,271407947
902426,24075,23243,256,0,274436130
901933,24251,23557,259,0,277447589
901582,24290,23934,194,0,280467433
901063,24635,24112,190,0,283488676
900799,24864,24119,218,0,286526922
900171,25125,24484,220,0,289565002
899824,25269,24691,216,0,292598373
899247,25481,25037,235,0,295636933
898826,26062,24883,229,0,298652804
898421,26204,25121,254,0,301655939
898122,26481,25154,243,0,304674995
897509,26952,25294,245,0,307697764
897302,27361,25080,257,0,310709119
896781,27710,25224,285,0,313733753
896295,27945,25481,279,0,316754606
896003,28222,25486,289,0,319782155
895445,28350,25886,319,0,322802375
894796,28708,26177,319,0,325834984
894384,29200,26114,302,0,328866434
893783,29754,26149,314,0,331887266
893256,30105,26346,293,0,334907558
892950,30210,26547,293,0,337933363
892181,30644,26848,327,0,340959205
891477,31088,27151,284,0,343983133
890931,31472,27309,288,0,347007053
890371,31807,27562,260,0,350038706
889725,32151,27834,290,0,353082785
888970,32954,27785,291,0,356106740
888395,33015,28333,257,0,359137969
887925,33423,28414,238,0,362169801
887322,33707,28751,220,0,365191483
886783,34076,28928,213,0,368220487
886125,34471,29196,208,0,371253612
885826,34757,29235,182,0,374281004
885095,35190,29514,201,0,377317650
884144,35540,30116,200,0,380348888
883743,36037,30008,212,0,383373215
883004,36555,30260,181,0,386396262
882375,36747,30678,200,0,389421794
881840,37080,30916,164,0,392466417
881483,37554,30775,188,0,395494049
880648,38283,30858,211,0,398521594
879699,38792,31287,222,0,401547470
879119,39135,31542,204,0,404577800
878516,39784,31503,197,0,407615140
877776,40246,31758,220,0,410653514
877150,40674,32015,161,0,413680418
876593,41079,32152,176,0,416713797
876046,41313,32458,183,0,419748045
875272,41754,32802,172,0,422782906
874760,42257,32794,189,0,425820864
874205,42636,32955,204,0,428859634
873631,43238,32948,183,0,431896228
872963,43559,33293,185,0,434926009
872130,44126,33561,183,0,437967218
871564,44385,33881,170,0,440995474
871046,44899,33910,145,0,444023956
870236,45383,34261,120,0,447063848
869539,45895,34452,114,0,450094274
869105,46325,34450,120,0,453140800
868469,46777,34652,102,0,456173003
