recipients,donors,transconjugants,segregadas,adaptations_number,cycle
938053,9459,2481,7,0,6334300
936596,9668,3732,4,0,9433433
935494,9825,4674,7,0,12425220
934445,10023,5524,8,0,15438367
933470,10030,6490,10,0,18441696
932661,10332,7003,4,0,21444201
931855,10640,7493,12,0,24450220
931097,10879,8007,17,0,27450840
930415,11111,8454,20,0,30447527
929620,11417,8944,19,0,33444722
928957,11746,9267,30,0,36450799
928174,11939,9867,20,0,39469782
927581,12251,10140,28,0,42466486
926889,12571,10522,18,0,45468447
926163,13071,10747,19,0,48468946
925231,13583,11173,13,0,51466890
924361,13874,11750,15,0,54473498
923626,14421,11922,31,0,57471030
922776,14900,12291,33,0,60467302
921853,15369,12737,41,0,63458788
921073,15602,13302,23,0,66447079
920380,16144,13441,35,0,69450762
919655,16653,13645,47,0,72458513
918866,17185,13905,44,0,75466308
918032,17761,14162,45,0,78472455
917140,18258,14537,65,0,81480451
916288,18918,14735,59,0,84467441
915365,19452,15110,73,0,87487645
914564,19937,15439,60,0,90500366
913721,20449,15772,58,0,93500319
912996,20933,16001,70,0,96506905
912136,21538,16261,65,0,99515395
911396,22083,16465,56,0,102522069
910350,22890,16692,68,0,105522523
909288,23622,17013,77,0,108528468
908540,24120,17262,78,0,111545142
907483,24918,17528,71,0,114540648
906494,25617,17812,77,0,117552409
905626,26338,17954,82,0,120570954
904583,27130,18196,91,0,123593355
903403,27852,18658,87,0,126604811
902381,28633,18897,89,0,129626562
901533,29304,19082,81,0,132634744
900322,30034,19569,75,0,135636179
899186,30861,19879,74,0,138625262
898227,31651,20047,75,0,141644335
897065,32575,20267,93,0,144657519
895790,33522,20607,81,0,147669655
894673,34470,20782,75,0,150692379
893640,35057,21214,89,0,153699180
892398,35945,21563,94,0,156710810
891466,36616,21843,75,0,159713870
890136,37724,22037,103,0,162719765
889020,38768,22109,103,0,165728551
887789,39891,22240,80,0,168739503
886534,40819,22569,78,0,171753636
885193,41659,23057,91,0,174767066
884114,42661,23135,90,0,177778616
882987,43551,23360,102,0,180789059
881809,44381,23675,135,0,183814577
880438,45566,23860,136,0,186813092
879241,46540,24088,131,0,189831769
878115,47327,24422,136,0,192850228
876407,48722,24729,142,0,195852660
875073,49602,25203,122,0,198855666
873869,50650,25341,140,0,201880878
872469,51779,25619,133,0,204892557
871152,52829,25875,144,0,207909598
869831,53566,26463,140,0,210915419
868276,54842,26742,140,0,213934105
867025,55950,26859,166,0,216961368
865811,57039,26965,185,0,219972201
864385,58271,27166,178,0,222983165
862952,59416,27460,172,0,226002138
861696,60459,27669,176,0,229035497
860428,61672,27715,185,0,232050540
859009,63057,27724,210,0,235063122
857779,64191,27816,214,0,238081339
856234,65297,28268,201,0,241086348
854976,66633,28215,176,0,244101375
853607,67692,28497,204,0,247116665
851955,69058,28787,200,0,250140225
850397,70261,29129,213,0,253160455
848937,71174,29693,196,0,256176646
847218,72397,30180,205,0,259195933
845890,73451,30456,203,0,262215915
844509,74722,30550,219,0,265241325
843129,75897,30703,271,0,268264805
841600,77182,30954,264,0,271283978
840041,78632,31056,271,0,274304507
838505,79729,31464,302,0,277324369
837006,80929,31755,310,0,280333843
835696,82336,31672,296,0,283336349
833892,83901,31903,304,0,286364831
832097,85387,32198,318,0,289381829
830490,86692,32512,306,0,292408661
828789,88279,32627,305,0,295426327
827372,89653,32704,271,0,298443908
825981,90827,32927,265,0,301463463
824450,92099,33193,258,0,304483332
822711,93323,33700,266,0,307503686
821035,94761,33979,225,0,310522148
819142,96403,34234,221,0,313542474
817530,98132,34118,220,0,316556887
815943,99401,34403,253,0,319576181
814222,100931,34608,239,0,322592687
812476,102324,34966,234,0,325611006
810730,104039,34978,253,0,328649582
808837,105438,35513,212,0,331685836
807212,106936,35664,188,0,334710351
805308,108547,35923,222,0,337731924
803387,109786,36610,217,0,340753523
801604,111269,36930,197,0,343771788
799623,112875,37296,206,0,346798805
798126,114171,37503,200,0,349815118
796214,115976,37607,203,0,352833560
794402,117698,37695,205,0,355854046
792536,119499,37767,198,0,358882165
790738,120951,38128,183,0,361919497
788663,122700,38436,201,0,364945695
786366,124605,38798,231,0,367978379
784355,126106,39311,228,0,371000694
782581,127293,39934,192,0,374021064
780586,129207,40013,194,0,377045908
778692,130706,40405,197,0,380070362
776832,132534,40421,213,0,383096949
774947,134091,40752,210,0,386119877
772882,135678,41197,243,0,389150293
770931,137470,41366,233,0,392172357
769462,138939,41337,262,0,395190360
767469,141036,41262,233,0,398223441
765314,142934,41492,260,0,401249390
763347,144561,41853,239,0,404263016
761548,146225,42002,225,0,407294036
759618,148158,41998,226,0,410331034
757664,149963,42106,267,0,413368519
755243,151921,42587,249,0,416388136
753443,153501,42799,257,0,419409401
751124,155649,42955,272,0,422435413
749108,157291,43304,297,0,425456225
747230,159245,43249,276,0,428470291
745297,160859,43571,273,0,431491951
743132,162799,43819,250,0,434524526
741253,164413,44082,252,0,437559715
739077,166433,44254,236,0,440593315
736836,168253,44647,264,0,443623161
734731,170156,44839,274,0,446649694
732829,172188,44713,270,0,449684452
730486,174134,45095,285,0,452714283
728374,176483,44904,239,0,455737087
726051,178363,45355,231,0,458761278
724241,180466,45044,249,0,461784269
722031,182526,45182,261,0,464809165
719710,184379,45658,253,0,467836983
717370,186427,45912,291,0,470871061
715071,188692,45986,251,0,473900011
712735,190882,46128,255,0,476927829
710245,192950,46576,229,0,479952941
708139,194940,46688,233,0,482986696
705993,196768,46996,243,0,486025138
703707,198889,47159,245,0,489058910
701574,200837,47355,234,0,492089502
699367,202865,47537,231,0,495112175
697271,204987,47518,224,0,498144002
694837,207344,47560,259,0,501173762
692445,209187,48136,232,0,504193970
690213,211241,48316,230,0,507221331
687971,213054,48756,219,0,510253964
685832,215014,48942,212,0,513289476
683490,217093,49211,206,0,516324491
681227,219279,49272,222,0,519343806
678860,221459,49491,190,0,522374129
676300,223407,50100,193,0,525411275
674282,225374,50129,215,0,528452886
671763,227611,50400,226,0,531472044
669459,229915,50390,236,0,534502970
667274,231883,50613,230,0,537531849
664998,234259,50493,250,0,540568124
662921,236127,50699,253,0,543604714
660667,238198,50872,263,0,546636526
658578,240483,50713,226,0,549654481
656210,242976,50564,250,0,552687308
653991,244918,50806,285,0,555714821
651433,247003,51296,268,0,558745045
649238,249460,51036,266,0,561778500
646950,251487,51315,248,0,564805987
644597,253801,51396,206,0,567835007
642201,256494,51102,203,0,570871344
639832,258895,51092,181,0,573904484
637432,261206,51161,201,0,576932183
635214,263419,51187,180,0,579963062
632887,265764,51160,189,0,583000690
630530,268130,51188,152,0,586015844
628040,270751,51060,149,0,589066969
625365,273318,51161,156,0,592100934
623312,275317,51221,150,0,595132504
620697,277512,51607,184,0,598152559
618169,279766,51855,210,0,601175223
615994,282022,51807,177,0,604212015
613166,284541,52116,177,0,607249057
610854,287189,51763,194,0,610288837
608635,288923,52236,206,0,613309687
606330,290823,52669,178,0,616348538
603855,293161,52782,202,0,619392322
601471,295419,52888,222,0,622418707
599018,297891,52881,210,0,625454358
596721,300318,52753,208,0,628495065
594065,302456,53259,220,0,631527584
591629,305026,53098,247,0,634563708
588928,307836,52977,259,0,637600500
586213,310362,53186,239,0,640638339
583537,312170,54057,236,0,643680403
580696,315100,53969,235,0,646721595
578146,317711,53926,217,0,649754470
576016,319485,54258,241,0,652787859
573809,321881,54072,238,0,655823926
571332,324282,54133,253,0,658867608
568710,326479,54552,259,0,661898968
566313,328914,54530,243,0,664940677
563637,331590,54562,211,0,667981001
561690,333812,54273,225,0,671017357
559476,336161,54140,223,0,674045005
557109,338754,53915,222,0,677083565
554876,340994,53877,253,0,680117819
552229,343319,54197,255,0,683150165
550060,345547,54135,258,0,686180885
547669,348025,54039,267,0,689226639
544965,350695,54089,251,0,692252922
542901,352865,54008,226,0,695275495
540656,355154,53943,247,0,698302353
538175,357787,53805,233,0,701336104
535717,360357,53657,269,0,704373334
533376,362539,53846,239,0,707399143
530899,365090,53771,240,0,710429770
528673,367339,53699,289,0,713467014
526149,369695,53870,286,0,716499176
523670,372286,53776,268,0,719531930
521195,374846,53669,290,0,722572364
519024,376974,53710,292,0,725609508
