recipients,donors,transconjugants,segregadas,adaptations_number,cycle
509975,424377,13698,1950,0,6695298
505699,421030,21203,2068,0,9976180
500596,417892,29279,2233,0,13148549
496454,413991,37283,2272,0,16317110
491877,411556,44214,2353,0,19489303
487371,409674,50529,2426,0,22662514
484202,406988,56271,2539,0,25833450
480651,404935,61824,2590,0,29012538
476826,403595,67046,2533,0,32196252
474229,401437,71711,2623,0,35387662
470479,400396,76457,2668,0,38583792
467702,398887,80549,2862,0,41781285
464698,397743,84576,2983,0,44980639
462313,396633,87994,3060,0,48179960
460074,395751,90921,3254,0,51397526
457958,394695,93996,3351,0,54589915
456251,393345,96939,3465,0,57805615
455022,391402,99937,3639,0,61018664
452903,391148,102162,3787,0,64230366
450975,390367,104707,3951,0,67438253
448698,389992,107386,3924,0,70657757
447374,388728,109832,4066,0,73885652
446106,387843,111789,4262,0,77100333
444972,387577,113022,4429,0,80318981
443737,387424,114398,4441,0,83537232
442251,387411,115833,4505,0,86762762
441615,387003,117034,4348,0,89978621
440465,386955,118142,4438,0,93193584
439796,387133,118591,4480,0,96404539
438631,387559,119222,4588,0,99628581
437548,387449,120220,4783,0,102854994
436411,387844,120882,4863,0,106072460
436194,387869,120957,4980,0,109294729
435604,387445,121972,4979,0,112534228
435259,387363,122356,5022,0,115754773
434801,387590,122574,5035,0,118983729
433709,388046,123217,5028,0,122220899
433576,387710,123540,5174,0,125439881
433266,387049,124362,5323,0,128668442
432605,387265,124709,5421,0,131881249
432229,387187,124884,5700,0,135106008
432403,387269,124541,5787,0,138320916
431816,387237,124942,6005,0,141549400
431226,387816,125016,5942,0,144770176
431251,387184,125575,5990,0,148000618
430658,387932,125208,6202,0,151218304
431027,387828,124850,6295,0,154450800
430784,388446,124311,6459,0,157676646
431002,388918,123742,6338,0,160893079
431315,388463,123913,6309,0,164125700
431526,388135,123996,6343,0,167343073
431018,388681,123802,6499,0,170571871
430433,388950,123927,6690,0,173801117
430464,389094,123654,6788,0,177028811
430791,388388,124023,6798,0,180259654
430827,388524,123689,6960,0,183481995
431076,388348,123487,7089,0,186708091
430769,388301,123793,7137,0,189936939
430492,388268,124055,7185,0,193173759
429938,388749,123934,7379,0,196395630
429982,388498,124127,7393,0,199615463
429659,389281,123516,7544,0,202839491
429279,389015,123953,7753,0,206070027
429787,388828,123507,7878,0,209296731
429645,389153,123123,8079,0,212516296
429930,388935,123100,8035,0,215744260
428989,389903,122973,8135,0,218963298
428912,389862,123070,8156,0,222193629
428471,390393,122936,8200,0,225419959
428146,390564,123162,8128,0,228637085
427821,390654,123439,8086,0,231864570
427659,390906,123307,8128,0,235096946
427063,391449,123181,8307,0,238323932
426840,391798,123031,8331,0,241547039
