recipients,donors,transconjugants,segregadas,adaptations_number,cycle
10625,934903,725,3747,0,6943802
10386,934590,1038,3986,0,10388102
10209,934532,1272,3987,0,13724900
10135,934416,1476,3973,0,17043015
10067,934280,1687,3966,0,20370372
9935,934175,1869,4021,0,23710777
9856,934100,2010,4034,0,27025631
9678,934188,2080,4054,0,30347291
9509,934399,2104,3988,0,33681075
9515,934576,2145,3764,0,37000222
9319,934764,2201,3716,0,40332104
9256,934820,2185,3739,0,43665075
9037,935126,2165,3672,0,46994838
8840,935404,2204,3552,0,50315377
8592,935678,2273,3457,0,53641392
8561,935851,2305,3283,0,56963955
8428,935868,2374,3330,0,60297131
8127,936270,2326,3277,0,63633518
7932,936461,2344,3263,0,66971360
7765,936719,2316,3200,0,70301665
7522,937056,2320,3102,0,73627743
7452,937206,2307,3035,0,76967505
7173,937548,2229,3050,0,80300376
6981,937744,2167,3108,0,83624552
6885,937899,2083,3133,0,86939977
6827,937988,2019,3166,0,90253547
6636,938021,2052,3291,0,93596508
6400,938344,2033,3223,0,96936475
6394,938482,1941,3183,0,100270377
6273,938662,1921,3144,0,103591648
6249,938741,1892,3118,0,106916177
6092,938893,1854,3161,0,110238312
5888,939026,1855,3231,0,113568034
5701,939124,1840,3335,0,116888891
5641,939202,1860,3297,0,120233095
5529,939275,1916,3280,0,123565332
5461,939533,1792,3214,0,126898337
5412,939752,1761,3075,0,130233632
5206,939890,1782,3122,0,133564101
5022,940057,1770,3151,0,136896571
4890,940161,1741,3208,0,140228841
4777,940362,1727,3134,0,143561733
4566,940348,1776,3310,0,146891641
4373,940742,1721,3164,0,150222679
4208,940972,1699,3121,0,153535918
4087,941131,1641,3141,0,156863475
3937,941321,1639,3103,0,160194196
3851,941365,1626,3158,0,163520860
3727,941487,1592,3194,0,166849925
3546,941892,1534,3028,0,170181330
3410,942085,1585,2920,0,173502667
3283,942173,1634,2910,0,176829086
3206,942271,1601,2922,0,180152802
3189,942499,1519,2793,0,183488448
3124,942483,1516,2877,0,186816440
3000,942597,1563,2840,0,190133591
2948,942737,1480,2835,0,193472079
2854,942944,1376,2826,0,196808801
2737,943036,1407,2820,0,200145542
2650,943163,1376,2811,0,203485496
2577,943212,1375,2836,0,206814709
2471,943384,1308,2837,0,210128453
2432,943391,1332,2845,0,213444250
2425,943419,1313,2843,0,216774289
2382,943404,1302,2912,0,220092741
2371,943486,1227,2916,0,223429411
2393,943383,1267,2957,0,226763966
2327,943473,1210,2990,0,230090308
2291,943576,1153,2980,0,233422191
2209,943697,1156,2938,0,236752249
2113,943869,1166,2852,0,240077460
2090,943894,1134,2882,0,243410116
2041,943974,1127,2858,0,246743271
2041,944057,1104,2798,0,250081402
2048,944123,1095,2734,0,253415221
2039,944109,1070,2782,0,256749076
2000,944173,1028,2799,0,260074906
1991,944186,1071,2752,0,263400865
1946,944314,1107,2633,0,266724223
1923,944351,1111,2615,0,270049272
1852,944392,1087,2669,0,273369017
1814,944292,1119,2775,0,276703495
1806,944417,1138,2639,0,280049034
1809,944277,1102,2812,0,283385169
1793,944420,1078,2709,0,286712446
1776,944407,1062,2755,0,290042651
1747,944460,1044,2749,0,293375873
1728,944549,1017,2706,0,296715661
1621,944622,1011,2746,0,300049848
1548,944763,1066,2623,0,303375245
1547,944782,1062,2609,0,306706475
1546,944712,1015,2727,0,310031958
1523,944712,1048,2717,0,313355079
