recipients,donors,transconjugants,segregadas,adaptations_number,cycle
9206,934557,48,6189,0,6375788
9205,933731,68,6996,0,9458194
9069,933083,99,7749,0,12443111
8979,932468,126,8427,0,15432224
8886,932162,155,8797,0,18425614
8893,931845,136,9126,0,21422341
8916,931552,155,9377,0,24417124
8936,931262,168,9634,0,27411489
8915,931111,160,9814,0,30403581
8916,930847,187,10050,0,33403351
8869,930553,163,10415,0,36394141
8792,930029,177,11002,0,39392253
8610,929844,193,11353,0,42398872
8469,929764,218,11549,0,45386616
8515,929278,226,11981,0,48377529
8579,928822,205,12394,0,51371836
8567,928519,196,12718,0,54367717
8646,928165,175,13014,0,57352264
8551,927843,191,13415,0,60353515
8666,927433,198,13703,0,63353202
8541,927142,197,14120,0,66352019
8455,927150,192,14203,0,69341367
8437,926905,186,14472,0,72343082
8528,926345,203,14924,0,75343207
8461,926176,198,15165,0,78338793
8388,925750,192,15670,0,81343231
8448,925584,202,15766,0,84349694
8466,925058,203,16273,0,87350674
8431,924707,210,16652,0,90351076
8306,924565,213,16916,0,93345299
8132,924609,217,17042,0,96325602
8002,924450,220,17328,0,99326294
7992,924282,196,17530,0,102323594
7933,924173,179,17715,0,105307839
7886,923759,185,18170,0,108300028
7824,923421,176,18579,0,111284835
7820,923321,184,18675,0,114284562
7787,923204,188,18821,0,117287657
7689,923182,171,18958,0,120294085
7626,923110,188,19076,0,123287258
7638,922633,189,19540,0,126275812
7496,922579,180,19745,0,129265700
7439,922393,184,19984,0,132258712
7393,922446,176,19985,0,135259323
7371,922292,180,20157,0,138250132
7301,922295,168,20236,0,141247901
7248,922230,182,20340,0,144231811
7140,922257,189,20414,0,147238123
7061,922168,199,20572,0,150232769
6929,922125,214,20732,0,153237130
6733,921869,228,21170,0,156236167
6680,921601,229,21490,0,159238409
6522,921772,229,21477,0,162233153
6587,921559,220,21634,0,165223797
6532,921614,219,21635,0,168215620
6461,921521,202,21816,0,171216909
6425,921577,196,21802,0,174215601
6375,921494,177,21954,0,177217426
6364,921224,193,22219,0,180203143
6320,920980,199,22501,0,183183503
6465,920506,207,22822,0,186167509
6430,920570,214,22786,0,189161302
6285,920288,209,23218,0,192161007
6186,920166,201,23447,0,195162768
6109,919752,189,23950,0,198151201
6148,919434,182,24236,0,201154261
6077,919262,182,24479,0,204152484
6083,919077,187,24653,0,207146423
6085,918750,166,24999,0,210139741
6154,918841,144,24861,0,213133333
6109,918561,157,25173,0,216130652
6023,918534,161,25282,0,219128667
5957,918369,172,25502,0,222139640
5948,918188,186,25678,0,225126286
5869,918131,170,25830,0,228128540
5811,918159,170,25860,0,231112081
5803,917786,182,26229,0,234099149
5646,917831,193,26330,0,237106764
5505,917859,192,26444,0,240115145
5459,917464,169,26908,0,243114807
5426,917361,196,27017,0,246108640
5290,917408,200,27102,0,249100680
5142,917365,182,27311,0,252095573
5060,917471,180,27289,0,255086698
5104,917110,157,27629,0,258074458
5135,916824,153,27888,0,261064900
5128,916831,170,27871,0,264045917
5104,916565,159,28172,0,267042120
5000,916681,166,28153,0,270037438
4933,916784,169,28114,0,273045286
4942,916495,159,28404,0,276041186
4842,916661,163,28334,0,279036132
4849,916530,146,28475,0,282019430
4821,916359,170,28650,0,285014587
4820,916341,171,28668,0,288006302
4824,916121,174,28881,0,291000652
4777,915771,189,29263,0,293996487
4603,916018,159,29220,0,296979719
4653,915863,159,29325,0,299966800
4619,915725,160,29496,0,302956509
4596,915791,153,29460,0,305945454
4625,915883,174,29318,0,308939553
4517,915665,165,29653,0,311932891
4412,915732,156,29700,0,314932562
4298,915516,146,30040,0,317931819
4237,915454,142,30167,0,320926517
4172,915534,152,30142,0,323910899
4144,915214,150,30492,0,326911037
4074,915084,164,30678,0,329912604
4022,915032,161,30785,0,332908318
3973,915155,178,30694,0,335918015
3991,915266,157,30586,0,338916928
3893,915307,155,30645,0,341909491
3792,915341,150,30717,0,344911572
3841,915244,140,30775,0,347886575
3831,915208,153,30808,0,350882587
3815,915209,135,30841,0,353880572
3749,915149,134,30968,0,356879295
3636,915269,153,30942,0,359872965
3521,914961,144,31374,0,362877925
3523,914834,149,31494,0,365866183
3468,914882,125,31525,0,368857694
3487,914681,132,31700,0,371833440
3489,914380,128,32003,0,374808981
3453,914052,136,32359,0,377810866
3370,914106,121,32403,0,380812100
3414,914100,125,32361,0,383810737
3446,914249,131,32174,0,386804736
3318,914517,139,32026,0,389791374
3144,914749,138,31969,0,392785712
3222,914550,118,32110,0,395782105
3220,914448,104,32228,0,398768042
3168,914785,126,31921,0,401756514
3107,914817,137,31939,0,404735011
3069,915116,138,31677,0,407721157
3002,915123,132,31743,0,410719943
2999,914890,132,31979,0,413704676
3015,914780,136,32069,0,416684481
3015,914627,119,32239,0,419685641
3017,914542,126,32315,0,422675554
2954,914431,130,32485,0,425676958
2914,914260,133,32693,0,428671038
2808,913996,119,33077,0,431669444
2775,913724,125,33376,0,434662610
2689,913803,116,33392,0,437662678
2732,913854,90,33324,0,440660905
2719,913641,97,33543,0,443647890
2707,913718,92,33483,0,446644300
2765,913443,92,33700,0,449636779
2812,913041,76,34071,0,452632232
2788,912916,90,34206,0,455634297
2648,913058,103,34191,0,458637303
2738,912775,123,34364,0,461617925
